	Gene Symbol	CD44+ N48	CD44+ N58	CD44+ N43	CD44+ N37	CD44+ N39	CD44+ N40	PseudoFC	P value	Gene description
194	SLC4A3	6.1450197	3.7080404	3.5175106	6.9123426	8.4073255	7.6032396	10.518317	1.21E-02	"solute carrier family 4, anion exchanger, member 3"
195	TMEM213	5.5031331	4.5572754	4.1693642	7.7508102	7.9517625	8.4648411	10.515803	2.38E-03	transmembrane protein 213
196	LEAP2	0.6483116	0.6483116	0.729148	4.0214531	4.0427262	4.3891292	10.515274	2.60E-04	liver expressed antimicrobial peptide 2
197	ZSCAN5A	0.6483116	0.6483116	1.718753	5.1330386	4.0427262	3.9663207	10.515274	2.90E-03	zinc finger and SCAN domain containing 5A
198	PLK1S1	0.6483116	2.201703	0.729148	4.6321821	4.0427262	5.2299521	10.515274	3.64E-03	polo-like kinase 1 substrate 1
199	HTR3B	6.9300009	2.7802008	5.081696	8.2420427	8.4738878	8.8124764	10.499086	1.26E-02	5-hydroxytryptamine (serotonin) receptor 3B
200	C19orf21	0.6483116	3.0455061	3.7446078	5.2563995	7.1277012	4.6015961	10.433081	1.83E-02	chromosome 19 open reading frame 21
201	RASSF7	4.4230841	4.4773665	5.9050631	7.3093718	9.2878499	9.0357165	10.430864	4.94E-03	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7
202	CCDC13	0.6483116	0.6483116	0.6483116	4.0214531	4.7277463	3.7727068	10.36136	6.73E-04	coiled-coil domain containing 13
203	NPB	0.6483116	1.6487905	0.729148	4.0214531	4.6015961	4.7484251	10.36136	1.35E-03	neuropeptide B
204	OXT	0.6483116	0.6483116	2.4013673	4.0214531	4.427996	4.9012676	10.36136	5.47E-03	"oxytocin, prepropeptide"
205	MRTO4	6.5751175	6.7031146	7.7884959	10.3122651	10.9707499	9.943834	10.329629	2.49E-03	mRNA turnover 4 homolog (S. cerevisiae)
206	IL1RL1	6.6385075	8.8878363	8.0609714	11.425967	11.7510774	11.1123137	10.303022	3.80E-03	interleukin 1 receptor-like 1
207	ADC	5.3218258	5.0451794	5.6462931	7.2644772	8.6954164	9.0094107	10.289619	6.20E-03	arginine decarboxylase
208	CSF3R	2.2332741	2.2332741	3.0734264	4.7151746	5.5834763	7.7874513	10.197914	8.37E-03	colony stimulating factor 3 receptor (granulocyte)
209	GATS	6.5694258	2.9702397	3.4097101	7.9518035	6.3131942	7.5455007	10.146811	2.43E-02	"GATS, stromal antigen 3 opposite strand"
210	KLC2	6.7209733	5.4504557	7.1741203	10.0583261	10.1548827	9.8319011	10.10749	2.07E-03	kinesin light chain 2
211	MPHOSPH6	4.524815	5.8120776	5.7168137	8.4001026	9.1486411	8.0020298	10.101961	4.25E-03	M-phase phosphoprotein 6
212	TMEM169	1.6483116	1.6483116	1.8342345	5.4094332	4.0174236	4.9750172	10.03317	3.19E-03	transmembrane protein 169
213	PTPN6	5.8606947	3.1040678	3.80162	6.4287734	7.125934	7.7893998	10.016552	1.62E-02	"protein tyrosine phosphatase, non-receptor type 6"
214	SLC25A1	7.7959535	6.246407	6.7486799	10.4866307	10.2116586	9.5695366	10.008332	4.27E-03	"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1"
215	LRCH4	7.3003473	5.814629	7.8445277	10.1062059	10.6213897	10.7724218	9.993863	3.62E-03	leucine-rich repeats and calponin homology (CH) domain containing 4
216	MTMR15	2.2332741	2.2332741	2.9323185	5.5513402	6.4277761	5.1473689	9.973266	2.67E-03	No description
217	C5orf60	0.6483116	0.6483116	0.729148	5.1330386	3.8705691	3.9663207	9.972872	9.64E-04	chromosome 5 open reading frame 60
218	MRPS18C	1.6483116	5.2031692	3.5171799	7.3530614	6.8313035	6.3938176	9.946049	1.17E-02	mitochondrial ribosomal protein S18C
219	C21orf99	0.6483116	0.6483116	0.9989093	4.0214531	4.3110219	3.3505197	9.932195	1.69E-03	No description
220	SLC14A1	5.5521481	4.5546421	6.2076478	8.0242332	8.8551529	8.8696491	9.86969	4.71E-03	"solute carrier family 14 (urea transporter), member 1 (Kidd blood group)"
221	AKNA	8.6293024	6.8134179	9.5664744	11.5453521	11.9303541	12.5854079	9.856338	5.46E-03	AT-hook transcription factor
222	TMCO7	2.9702397	3.5716551	4.1734156	6.8821338	6.871609	6.7011856	9.848841	1.67E-03	transmembrane and coiled-coil domains 7
223	HIP1R	7.0861112	5.947836	7.5878913	9.143573	11.1335457	10.3746654	9.771325	6.39E-03	huntingtin interacting protein 1 related
224	KDM5C	7.2336954	5.984961	6.4615976	9.7465152	9.8131338	9.7293871	9.746725	1.95E-03	lysine (K)-specific demethylase 5C
225	B3GAT1	2.2332741	2.2332741	2.2332741	3.7371269	7.2786031	5.5094914	9.688124	1.25E-02	"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)"
226	RBM19	6.0669687	5.5910542	6.4697739	9.3413281	9.67204	8.9608165	9.675655	1.35E-03	RNA binding motif protein 19
227	KAT2A	6.8378169	6.7771503	7.713962	10.11161	9.9775959	10.9909616	9.671858	2.56E-03	K(lysine) acetyltransferase 2A
228	CYB5R2	5.3772798	5.2058892	6.428951	9.4364419	9.6815123	8.4777169	9.658691	2.21E-03	cytochrome b5 reductase 2
229	PANK4	6.8179129	6.438843	8.4901399	9.8506054	10.1197519	10.0838369	9.619247	1.04E-02	pantothenate kinase 4
230	VMO1	0.6483116	1.477118	3.0455061	6.0306816	3.8705691	6.3041819	9.571041	8.33E-03	vitelline membrane outer layer 1 homolog (chicken)
231	FBXO27	6.0027815	4.2415729	5.2870293	8.1631788	8.5399368	8.6216231	9.532849	3.64E-03	F-box protein 27
232	SPPL2B	7.5721904	5.4530014	7.3118834	10.2666062	10.5622242	10.7339583	9.515905	2.97E-03	No description
233	PRRG2	1.6483116	3.2469429	4.4291458	5.5022972	6.933757	6.4856078	9.439202	1.10E-02	proline rich Gla (G-carboxyglutamic acid) 2
234	PHB	4.4230841	3.832263	3.2943761	6.5315731	7.7167958	6.6847425	9.429603	3.94E-03	prohibitin
235	RASSF4	6.3679311	3.9664815	6.1209749	9.1311956	8.6843717	9.603104	9.416382	4.88E-03	Ras association (RalGDS/AF-6) domain family member 4
236	SULT1A4	4.9718302	6.3081511	6.7113719	8.4836457	9.5433231	9.6780081	9.416376	5.48E-03	"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4"
237	S100A7	0.6483116	4.0427262	5.3957832	7.2717887	8.1185713	6.6838971	9.376584	1.29E-02	S100 calcium binding protein A7
238	CBS	5.1732567	4.7130257	2.840586	7.9630321	8.3955891	5.7932625	9.332945	1.56E-02	cystathionine-beta-synthase
239	HPVC1	0.6483116	0.6483116	0.729148	3.8705691	3.8705691	4.2624744	9.332461	4.16E-04	human papillomavirus (type 18) E5 central sequence-like 1
240	SLC16A13	0.6483116	0.6483116	0.6483116	3.8705691	4.3110219	3.3505197	9.332461	1.18E-03	"solute carrier family 16, member 13 (monocarboxylic acid transporter 13)"
241	SPC25	0.6483116	0.6483116	0.729148	3.8705691	3.2836904	4.6015961	9.332461	1.96E-03	"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
242	CYP2D6	0.6483116	0.6483116	0.729148	4.0214531	3.8705691	3.0432576	9.332461	2.32E-03	"cytochrome P450, family 2, subfamily D, polypeptide 6"
243	TDGF1	0.6483116	0.6483116	0.6483116	3.8705691	5.0531961	3.3505197	9.332461	2.37E-03	teratocarcinoma-derived growth factor 1
244	C19orf77	0.6483116	0.6483116	1.2453641	3.8705691	4.7277463	3.3505197	9.332461	3.33E-03	chromosome 19 open reading frame 77
245	RDH16	0.6483116	0.6483116	0.6483116	4.8544415	3.8705691	3.0432576	9.332461	3.47E-03	retinol dehydrogenase 16 (all-trans)
246	SYNGR3	0.6483116	1.6487905	2.2681465	3.8705691	4.0427262	5.7279017	9.332461	9.90E-03	synaptogyrin 3
247	FERMT1	0.6483116	0.6483116	0.6483116	3.8705691	6.7922258	2.3702641	9.332461	1.30E-02	fermitin family member 1
248	ZBTB32	0.6483116	0.6483116	1.477118	2.201703	3.8705691	5.0137688	9.332461	1.62E-02	zinc finger and BTB domain containing 32
249	UGT2B10	0.6483116	0.6483116	0.6483116	4.0214531	3.8705691	0.6483116	9.332461	4.84E-02	"UDP glucuronosyltransferase 2 family, polypeptide B10"
250	GMFG	5.2641547	1.6483116	5.9028868	9.0694242	7.7590864	8.4855661	9.326989	9.57E-03	"glia maturation factor, gamma"
251	TGFB1I1	10.2509189	7.0182867	9.2604867	12.6623867	12.4814363	11.58097	9.324004	1.08E-02	transforming growth factor beta 1 induced transcript 1
252	ZGPAT	5.1732567	2.8222779	4.0832267	7.302292	7.1506262	7.3122835	9.311834	6.12E-03	"zinc finger, CCCH-type with G patch domain"
253	TAF3	7.2975293	5.7209544	5.4442037	8.9563771	8.675669	8.9361549	9.286922	1.02E-02	"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa"
254	LOC401127	4.1417523	3.0469249	3.7203416	6.2878814	6.3679311	7.3568225	9.286083	4.20E-03	No description
255	SDR39U1	7.8933548	7.7546768	8.5702517	11.2011794	10.9681385	11.4687952	9.275736	1.51E-03	"short chain dehydrogenase/reductase family 39U, member 1"
256	LOC146880	2.2332741	2.5652526	4.3346982	5.7782109	6.4688957	5.5610862	9.2725	1.05E-02	No description
257	PBX4	6.7103583	4.9689149	5.2908238	9.518966	7.4336841	9.9113755	9.196068	1.05E-02	pre-B-cell leukemia homeobox 4
258	DCLRE1C	5.4821759	4.4717067	4.5008657	8.1717461	7.6700409	8.1835321	9.178982	2.09E-03	DNA cross-link repair 1C
259	DHX8	6.5203166	4.2815805	6.2616962	9.2529594	9.7176771	9.386246	9.172789	3.29E-03	DEAH (Asp-Glu-Ala-His) box polypeptide 8
260	CSNK2A1P	7.5679246	6.005556	7.283441	10.4802052	10.6625642	10.2397416	9.168999	2.03E-03	"casein kinase 2, alpha 1 polypeptide pseudogene"
261	CIB2	7.1005578	3.1071166	5.6240065	8.8178168	8.6412152	9.4422469	9.150245	1.10E-02	calcium and integrin binding family member 2
262	LRWD1	3.618666	4.45745	4.2141187	7.4045578	7.4169471	6.9098358	9.128888	1.57E-03	leucine-rich repeats and WD repeat domain containing 1
263	MYLPF	0.6483116	2.59287	1.5637346	4.7484251	5.7416656	4.2624744	9.092585	5.84E-03	"myosin light chain, phosphorylatable, fast skeletal muscle"
264	PAPPA	7.0686898	8.3269163	7.0740726	12.1443882	10.2587157	9.6560583	9.092286	1.00E-02	"pregnancy-associated plasma protein A, pappalysin 1"
265	CHMP6	5.5977358	3.6431954	5.166566	8.6467684	8.3511192	7.1978492	9.09172	6.89E-03	chromatin modifying protein 6
266	PPP4R1L	1.6483116	1.6483116	1.6483116	5.2723041	4.8106556	4.8301873	9.074862	4.61E-04	"protein phosphatase 4, regulatory subunit 1-like"
267	KIAA0562	6.4571306	5.5066177	6.0000765	9.1743375	9.2354946	8.8228633	9.02709	1.77E-03	KIAA0562
268	MXD3	4.8262035	3.1110506	4.5075833	7.4515587	7.9891206	7.2379519	8.956388	3.34E-03	MAX dimerization protein 3
269	NCOR2	7.8640381	7.0483571	6.689353	10.3780737	9.8420184	10.7401719	8.892971	3.23E-03	nuclear receptor corepressor 2
270	GPATCH3	4.524815	4.615604	6.7027797	8.2294948	8.06689	7.6768439	8.889048	1.38E-02	G patch domain containing 3
271	LRG1	5.7806916	2.8939649	5.7359161	5.7806916	8.9284909	8.8891706	8.863026	2.73E-02	leucine-rich alpha-2-glycoprotein 1
272	HSPB1	6.7564983	4.3506719	8.6096831	8.659157	9.3552988	11.7547562	8.846293	2.49E-02	heat shock 27kDa protein 1
273	RNF217	1.6483116	2.6745446	2.2335934	3.5567349	5.8180832	5.8023145	8.836889	1.31E-02	ring finger protein 217
274	LMAN2L	7.0010262	4.7598077	6.0519887	9.0021094	9.2592753	9.1951454	8.83455	5.74E-03	"lectin, mannose-binding 2-like"
275	TAF1C	5.2644722	5.9555467	7.3895205	9.0985371	9.0391233	9.2491415	8.833532	8.09E-03	"TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa"
276	CHTF18	6.7317915	4.7372434	5.5430616	8.2011995	8.6817105	9.8301944	8.806989	7.47E-03	"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)"
277	USP45	5.289265	4.3232013	4.4924321	7.6255553	7.5751512	8.4182018	8.773322	2.53E-03	ubiquitin specific peptidase 45
278	C20orf200	0.6483116	2.7584728	4.3136318	6.1774258	5.7416656	5.8887501	8.756032	1.24E-02	chromosome 20 open reading frame 200
279	DDX51	5.8716006	5.2110952	5.8291749	8.8062029	8.9991293	8.7190403	8.739366	8.90E-04	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
280	BIRC5	2.2332741	2.2332741	2.7017984	3.5353742	5.3601813	5.9631261	8.735602	1.68E-02	baculoviral IAP repeat-containing 5
281	INHA	0.6483116	0.6483116	0.6483116	5.5142969	3.633181	3.7727068	8.720405	2.50E-03	"inhibin, alpha"
282	LOC729799	0.6483116	0.6483116	0.729148	5.0350598	3.2836904	3.7727068	8.720405	3.08E-03	No description
283	PAK6	0.6483116	2.9405873	3.0455061	5.2563995	7.339164	3.7727068	8.720405	1.97E-02	p21 protein (Cdc42/Rac)-activated kinase 6
284	SLC39A13	8.7567515	7.0781555	7.7457204	10.8656472	11.1342366	10.6581294	8.693438	4.84E-03	"solute carrier family 39 (zinc transporter), member 13"
285	CCBP2	4.7929586	5.1669503	6.0759426	8.1502718	8.5156985	8.2826179	8.66781	3.57E-03	chemokine binding protein 2
286	RPS19BP1	6.3402902	4.529393	4.4773665	8.7998091	8.9212734	7.592342	8.663653	6.37E-03	ribosomal protein S19 binding protein 1
287	ZNF554	4.7078897	4.1936001	5.1451294	7.8374982	7.6804118	7.8223115	8.660329	1.56E-03	zinc finger protein 554
288	C11orf84	6.7772617	5.8563535	6.9004592	9.8870841	8.2175359	11.0284133	8.632763	1.04E-02	chromosome 11 open reading frame 84
289	PARP10	7.0699643	4.345605	6.6389293	9.4740614	9.2905574	10.1760509	8.610438	6.23E-03	"poly (ADP-ribose) polymerase family, member 10"
290	TCEA2	6.8959325	5.7830204	6.622075	9.3704685	9.2729798	9.9947668	8.567263	2.86E-03	"transcription elongation factor A (SII), 2"
291	STEAP3	2.6483116	2.9704313	3.4637691	6.066286	8.0149393	5.6821191	8.549587	4.82E-03	STEAP family member 3
292	SCN4A	4.8723026	4.2143441	7.2818234	7.9664411	7.961014	8.5489919	8.539422	2.08E-02	"sodium channel, voltage-gated, type IV, alpha subunit"
293	CLDN4	7.2712718	5.5749275	4.1274232	8.8698269	8.6652354	8.0289687	8.516779	1.68E-02	claudin 4
294	MAK	2.6483116	2.6483116	2.8222779	5.9291218	5.7332684	5.5582945	8.485248	6.82E-04	male germ cell-associated kinase
295	GZF1	5.1732567	3.6911319	5.6850093	8.2571921	8.1231948	8.562242	8.479243	3.55E-03	GDNF-inducible zinc finger protein 1
296	IRF3	5.8492255	4.3518994	4.8416732	7.9215955	7.8049157	7.9859608	8.455689	4.88E-03	interferon regulatory factor 3
297	LOC100216545	4.524815	2.7943701	4.0761098	7.1558005	6.5804314	7.592268	8.454332	4.17E-03	No description
298	KPTN	6.2324592	4.529393	6.0355485	8.2455868	9.0468007	9.3100667	8.442133	4.92E-03	kaptin (actin binding protein)
299	MAGI2	4.8262035	4.7667528	5.4118598	8.1080482	7.8423672	8.2734256	8.430478	1.28E-03	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
300	C3orf42	2.6483116	3.6585753	5.3848162	5.9815351	6.7310059	6.9545693	8.411894	1.82E-02	chromosome 3 open reading frame 42
301	NHLH1	1.6483116	2.304158	2.6246983	4.7205988	5.7300107	5.2195165	8.411058	3.37E-03	nescient helix loop helix 1
302	ANKFY1	7.1549661	5.1470944	5.8607547	9.2079539	8.9306341	8.7462771	8.397032	7.83E-03	ankyrin repeat and FYVE domain containing 1
303	ZNF222	0.6483116	3.958765	1.2453641	4.6321821	4.3110219	3.7727068	8.372496	3.98E-02	zinc finger protein 222
304	C20orf4	2.2332741	6.0234496	5.771373	8.8360017	8.958002	8.2888858	8.366526	8.61E-03	chromosome 20 open reading frame 4
305	ZNF425	6.7411514	4.9041452	5.3344883	8.3989087	8.3462152	8.7358012	8.365318	7.91E-03	zinc finger protein 425
306	MYOM1	3.7919152	2.6483116	3.2017427	5.071717	6.2641537	7.0135854	8.353675	8.96E-03	"myomesin 1, 185kDa"
307	PTPRCAP	4.3136318	3.4516999	5.1955368	6.9469702	6.5095784	8.3617956	8.327471	1.07E-02	"protein tyrosine phosphatase, receptor type, C-associated protein"
308	FGFR2	5.960647	5.8857468	6.3022219	8.4724473	9.017826	9.4727526	8.323435	2.70E-03	fibroblast growth factor receptor 2
309	TNFRSF1B	9.5178614	7.4323289	9.619203	12.1881605	12.3960942	12.6736298	8.307571	4.36E-03	"tumor necrosis factor receptor superfamily, member 1B"
310	TIMM17B	5.4523941	5.0560525	5.7832065	8.8919832	8.5066392	8.0937323	8.306525	1.97E-03	translocase of inner mitochondrial membrane 17 homolog B (yeast)
311	BRF1	6.7529109	4.9507303	6.4151735	9.4677874	9.3058252	9.6146872	8.297139	3.19E-03	"BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)"
312	MCOLN2	6.1583938	4.5504054	5.7954148	7.6000496	7.9299625	9.398803	8.280077	1.23E-02	mucolipin 2
313	GDI1	8.0901699	5.4577781	6.0355517	9.1705945	8.7399086	9.0817162	8.26013	2.15E-02	GDP dissociation inhibitor 1
314	ZWILCH	3.4217357	1.6483116	2.1774439	6.3402902	4.6918492	5.4161584	8.245103	8.18E-03	"Zwilch, kinetochore associated, homolog (Drosophila)"
315	GGT8P	3.8596957	0.6483116	1.5637346	4.9718302	3.8705691	4.6015961	8.212728	3.00E-02	gamma-glutamyltransferase 8 pseudogene
316	DAK	7.2828619	4.5832819	5.1591645	8.196213	8.7240552	7.7687094	8.208101	2.14E-02	dihydroxyacetone kinase 2 homolog (S. cerevisiae)
317	ZFP41	4.524815	2.9513801	3.8151524	7.07585	6.8510248	6.6125699	8.201412	3.94E-03	zinc finger protein 41 homolog (mouse)
318	TCP11L1	5.8990919	5.6708437	5.4784368	8.9333389	8.6994558	8.2096058	8.160243	1.84E-03	t-complex 11 (mouse)-like 1
319	C6orf129	0.6483116	4.5294444	5.9957453	8.0835933	7.5542878	6.7773032	8.138954	1.96E-02	chromosome 6 open reading frame 129
320	C9orf41	5.0762294	3.3967752	5.1233596	7.1888183	7.4922741	8.1464136	8.128865	6.68E-03	chromosome 9 open reading frame 41
321	SETD8	8.1819052	7.579311	8.9608935	10.7504736	11.1989647	11.3451814	8.095159	5.02E-03	SET domain containing (lysine methyltransferase) 8
322	SMCR8	6.7766573	6.1390507	6.7685697	9.7908939	9.1702542	9.7782011	8.079335	2.01E-03	"Smith-Magenis syndrome chromosome region, candidate 8"
323	ZSCAN20	0.6483116	0.6483116	0.729148	3.6615273	4.0427262	3.3505197	8.07362	1.13E-03	zinc finger and SCAN domain containing 20
324	INVS	0.6483116	0.6483116	0.9989093	3.6615273	3.633181	4.3891292	8.07362	1.39E-03	inversin
325	DUOX2	0.6483116	1.7533728	1.5637346	3.6615273	6.2020682	4.3891292	8.07362	6.98E-03	dual oxidase 2
326	LRRC27	6.5411126	5.6588266	6.7337495	9.0928708	9.5521345	9.6940438	8.061352	2.44E-03	leucine rich repeat containing 27
327	LAMC3	7.7141326	6.9024779	7.6198434	9.9119051	10.4798472	11.6809184	8.052447	4.18E-03	"laminin, gamma 3"
328	C14orf73	1.6483116	1.9775059	2.4498866	4.6241772	5.1024387	5.4589794	8.05058	2.40E-03	chromosome 14 open reading frame 73
329	MRPL41	7.0805227	6.0355485	8.5074855	10.1906481	10.0879241	9.2937644	8.041148	1.59E-02	mitochondrial ribosomal protein L41
330	C21orf88	6.7909254	6.3875688	6.7470668	9.442648	9.5709204	9.7981649	8.040245	1.03E-03	chromosome 21 open reading frame 88
331	EEF1A2	2.9702397	3.8664387	5.0423956	7.6982005	8.0421323	5.8468158	7.99854	1.06E-02	eukaryotic translation elongation factor 1 alpha 2
332	GOLGA2L1	3.4556665	3.7333973	3.9567352	6.7317113	5.2724051	7.0497261	7.990656	1.06E-02	No description
333	CCDC61	2.2332741	2.4608604	3.290946	6.2878814	5.513209	4.776787	7.983024	7.04E-03	coiled-coil domain containing 61
334	ANKRD11	7.7042762	7.8238143	8.7028052	10.6993663	11.0423258	10.8919967	7.97282	3.71E-03	ankyrin repeat domain 11
335	WAS	1.6483116	3.2943761	2.5655063	4.7246425	4.6414258	7.2811844	7.961908	1.51E-02	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)
336	SLFN13	3.8182366	4.2299053	4.9049137	7.2222595	7.2038933	7.6191273	7.957715	2.52E-03	schlafen family member 13
337	DNAI2	0.6483116	0.6483116	1.3870421	3.3505197	3.633181	7.7207404	7.916537	1.21E-02	"dynein, axonemal, intermediate chain 2"
338	SDS	0.6483116	3.6436123	2.7805033	4.7484251	3.633181	7.4096136	7.916537	3.28E-02	serine dehydratase
339	KIAA1919	4.7342157	1.9775059	3.8140602	6.6189273	6.933757	6.7977714	7.910184	8.10E-03	KIAA1919
340	IL2RA	6.911743	5.9607285	6.7483364	9.4498753	9.3943951	9.8951724	7.908639	2.30E-03	"interleukin 2 receptor, alpha"
341	FAM115A	7.3042944	6.6114505	7.4445035	9.5260976	10.2866748	10.6924093	7.90289	3.56E-03	"family with sequence similarity 115, member A"
342	ABHD8	6.4954704	3.3456419	4.3432151	8.0181838	7.3244048	7.035907	7.896371	2.09E-02	abhydrolase domain containing 8
343	LETM2	1.6483116	2.0644524	3.2962656	4.6241772	5.3040531	5.3980087	7.867284	8.16E-03	leucine zipper-EF-hand containing transmembrane protein 2
344	NLRX1	5.2641547	1.6483116	2.2806151	5.9971676	5.2559591	4.9750172	7.86444	4.33E-02	NLR family member X1
345	RBBP9	4.0076061	3.4202057	4.9750172	6.9807797	7.6249327	6.8180629	7.852617	5.13E-03	retinoblastoma binding protein 9
346	ANKRD45	3.618666	2.2332741	2.8137431	5.8731558	5.5834763	5.7741971	7.783689	4.60E-03	ankyrin repeat domain 45
347	HLA-DOB	1.6483116	1.6483116	1.6892959	4.4773665	5.1197415	4.6066144	7.772091	9.82E-04	"major histocompatibility complex, class II, DO beta"
348	NES	9.4154753	7.7370374	9.1956498	10.5449715	12.3718569	12.3461299	7.761748	1.15E-02	nestin
349	RAB3A	6.7772617	4.0332804	2.9681301	6.3679311	6.9867865	8.5784184	7.746293	3.45E-02	"RAB3A, member RAS oncogene family"
350	LOC100288730	3.618666	2.6485511	3.414981	6.3679311	5.9681519	6.4539009	7.743308	2.26E-03	No description
351	C17orf55	2.6483116	2.744266	3.4639616	5.755222	3.738957	6.415958	7.738191	2.63E-02	chromosome 17 open reading frame 55
352	TMOD1	5.0870942	5.0187929	5.5773085	9.0153417	8.0339434	6.6757827	7.710632	1.35E-02	tropomodulin 1
353	SFRS8	7.0866961	7.9933106	7.1257307	10.071632	10.0573862	10.1280752	7.705568	4.01E-03	No description
354	GFER	6.5320189	5.3163249	5.6336591	8.9735247	8.2617841	8.5978414	7.703207	5.32E-03	"growth factor, augmenter of liver regeneration"
355	PPM1D	5.7314241	4.6883698	4.0921953	7.2333894	7.0364575	8.7798592	7.696818	1.15E-02	"protein phosphatase, Mg2+/Mn2+ dependent, 1D"
356	SLC37A1	5.4992785	4.2301429	6.0120259	8.3659454	8.7954944	8.4329743	7.640652	3.69E-03	"solute carrier family 37 (glycerol-3-phosphate transporter), member 1"
